zHD,EXP_FAC,MU_SH0ES,MU_SH0ES_ERR_DIAG,D_L,D_L MAX,D_L MIN,SD
0.79,0.56,43.20,0.17,4364.15,4709.90,4043.79,333.06
0.80,0.56,42.90,0.37,3806.45,4517.93,3207.01,655.46
0.80,0.56,43.43,0.29,4861.38,5551.22,4257.27,646.98
0.84,0.54,43.36,0.21,4698.94,5180.47,4262.17,459.15
0.84,0.54,43.20,0.39,4367.57,5227.87,3648.84,789.51
0.85,0.54,43.62,0.30,5288.83,6072.15,4606.57,732.79
0.94,0.52,43.53,0.24,5088.85,5683.39,4556.51,563.44
0.97,0.51,44.11,0.20,6640.79,7286.58,6052.24,617.17
1.01,0.50,44.12,0.37,6661.01,7887.82,5625.01,1131.41
1.02,0.50,44.28,0.23,7163.74,7949.15,6455.94,746.60
1.02,0.49,43.97,0.48,6224.72,7748.44,5000.64,1373.90
1.03,0.49,44.54,0.35,8077.56,9505.11,6864.41,1320.35
1.05,0.49,44.42,0.49,7666.20,9601.33,6121.08,1740.12
1.12,0.47,44.44,0.22,7728.59,8566.95,6972.27,797.34
1.23,0.45,44.32,0.61,7313.75,9688.11,5521.29,2083.41
1.24,0.45,44.91,0.27,9571.94,10857.93,8438.26,1209.83
1.30,0.43,44.86,0.28,9393.34,10662.97,8274.88,1194.04
1.30,0.43,44.72,0.32,8792.65,10172.40,7600.05,1286.17
1.31,0.43,45.02,0.45,10091.13,12387.18,8220.68,2083.25
1.31,0.43,44.79,0.32,9064.42,10486.00,7835.56,1325.22
1.33,0.43,44.87,0.24,9438.44,10533.41,8457.29,1038.06
1.34,0.43,44.75,0.31,8929.35,10282.51,7754.27,1264.12
1.35,0.43,44.55,0.32,8125.31,9408.75,7016.94,1195.90
1.36,0.42,44.81,0.24,9159.67,10222.01,8207.74,1007.14
1.39,0.42,44.79,0.37,9096.62,10808.09,7656.16,1575.97
1.42,0.41,44.46,0.74,7790.76,10932.90,5551.68,2690.61
1.54,0.39,45.09,0.37,10424.13,12366.39,8786.93,1789.73
1.55,0.39,45.29,0.23,11444.58,12745.42,10276.51,1234.45
1.62,0.38,45.16,0.33,10762.17,12545.99,9231.99,1657.00
1.70,0.37,45.29,0.38,11409.33,13594.27,9575.56,2009.36
1.80,0.36,45.49,0.28,12511.23,14246.11,10987.62,1629.24
1.91,0.34,45.42,0.36,12152.34,14334.69,10302.24,2016.23
2.26,0.31,46.18,0.28,17240.90,19625.55,15146.01,2239.77
1.00,,,,0.01,,,0.01
